Id,labels
1407,w_4888003
1408,w_488865e
1409,w_48a6027
1410,w_48aa237
1411,w_48b1730
1412,w_48b6083
1413,w_48cc590
1414,w_48d22a3
1415,w_48fa708
1416,w_490d198
1417,w_491b2e5
1418,w_491bdcb
1419,w_491e1d4
1420,w_492d9c5
1421,w_494c72d
1422,w_4951cb9
1423,w_4953900
1424,w_497efb9
1425,w_4982a49
1426,w_49ae16f
1427,w_49afbc9
1428,w_49cd60d
1429,w_49ce813
1430,w_49d1bcd
1431,w_49e0d44
1432,w_49ee8e0
1433,w_4a01f24
1434,w_4a0c2a7
1435,w_4a12050
1436,w_4a1b689
1437,w_4a1b777
1438,w_4a28f21
1439,w_4a61e0a
1440,w_4a8467f
1441,w_4a8a4c9
1442,w_4a9436a
1443,w_4ab3420
1444,w_4ab6b16
1445,w_4ac340b
1446,w_4ac8e76
1447,w_4ad3d24
1448,w_4adb4e9
1449,w_4adc1c0
1450,w_4af7c01
1451,w_4b04d0f
1452,w_4b143db
1453,w_4b1a9b1
1454,w_4b2e47b
1455,w_4b4f9b7
1456,w_4b5ade3
1457,w_4b609e1
1458,w_4b66b5f
1459,w_4b815d3
1460,w_4b8638b
1461,w_4ba728f
1462,w_4bbd0fd
1463,w_4bc3d74
1464,w_4bd850b
1465,w_4bdd289
1466,w_4be6d99
1467,w_4bf625b
1468,w_4c01b28
1469,w_4c07458
1470,w_4c0a2c9
1471,w_4c18cce
1472,w_4c206e7
1473,w_4c218b5
1474,w_4c2af2c
1475,w_4c47a31
1476,w_4c614f3
1477,w_4c62681
1478,w_4c7a435
1479,w_4cb61b2
1480,w_4cbf396
1481,w_4cc050e
1482,w_4cc62b9
1483,w_4cf5e29
1484,w_4d06559
1485,w_4d61be5
1486,w_4d62749
1487,w_4d7df64
1488,w_4d96d06
1489,w_4dabdd3
1490,w_4dac709
1491,w_4dbf0ad
1492,w_4dcc907
1493,w_4dcdda3
1494,w_4df0da7
1495,w_4df6c4b
1496,w_4dfeafc
1497,w_4e00a18
1498,w_4e01dd9
1499,w_4e13e82
1500,w_4e1e04d
1501,w_4e275ed
1502,w_4e33dc8
1503,w_4e40657
1504,w_4e626be
1505,w_4e63f7a
1506,w_4e73055
1507,w_4e864fd
1508,w_4e87672
1509,w_4e88955
1510,w_4e8ae1d
1511,w_4e902c2
1512,w_4e9b3a3
1513,w_4ea4f59
1514,w_4eb128b
1515,w_4eb6bcc
1516,w_4ede58b
1517,w_4f14413
1518,w_4f3cebf
1519,w_4f3dc75
1520,w_4f44a61
1521,w_4f62735
1522,w_4f6b509
1523,w_4f6e5a9
1524,w_4f717ba
1525,w_4f7eac5
1526,w_4f8332a
1527,w_4f9c015
1528,w_4fa0ba1
1529,w_4fa2f05
1530,w_4fadedd
1531,w_4fd7b80
1532,w_4fdb4c1
1533,w_4fdff73
1534,w_4ff2f4a
1535,w_5010896
1536,w_50155e6
1537,w_50193ae
1538,w_50260e7
1539,w_502e72f
1540,w_5031cac
1541,w_5037cfd
1542,w_5045d2c
1543,w_5065c2b
1544,w_506f894
1545,w_506ff2f
1546,w_50707c4
1547,w_5072c08
1548,w_5077be0
1549,w_5083a58
1550,w_5089763
1551,w_50b08a9
1552,w_50c4067
1553,w_50e2184
1554,w_50e8d58
1555,w_50f8a28
1556,w_50f9d24
1557,w_50fd107
1558,w_5101888
1559,w_51052c2
1560,w_510f3ee
1561,w_5116e7e
1562,w_511b9b5
1563,w_513f024
1564,w_5157259
1565,w_515bd01
1566,w_518a722
1567,w_519416c
1568,w_519a081
1569,w_51a0ec9
1570,w_51a60f0
1571,w_51b4749
1572,w_51c003e
1573,w_51e0e04
1574,w_51e7506
1575,w_51e91cb
1576,w_51f03a3
1577,w_51fc1fc
1578,w_51fe22f
1579,w_520731e
1580,w_52093cb
1581,w_52162eb
1582,w_52182de
1583,w_52196e1
1584,w_522e959
1585,w_5234c83
1586,w_523fb3a
1587,w_52464e6
1588,w_5252dc7
1589,w_5258623
1590,w_527a019
1591,w_527aa02
1592,w_529b41b
1593,w_529fa56
1594,w_52a5d92
1595,w_52adbfa
1596,w_52b60a6
1597,w_52cd115
1598,w_52db74a
1599,w_5303b20
1600,w_5313587
1601,w_53215c6
1602,w_5325f8a
1603,w_53276a1
1604,w_533f9ea
1605,w_533fe25
1606,w_535448f
1607,w_5360e39
1608,w_5365497
1609,w_536beda
1610,w_538259a
1611,w_538cdf2
1612,w_5390260
1613,w_53aa231
1614,w_53b6917
1615,w_53ce2e1
1616,w_53d3f73
1617,w_53d6a5e
1618,w_53fb1b2
1619,w_53feb91
1620,w_540ac0a
1621,w_540d5db
1622,w_544128b
1623,w_5482351
1624,w_5485228
1625,w_548a268
1626,w_54abcc3
1627,w_54ae8bf
1628,w_54b631b
1629,w_54c535e
1630,w_54e7b40
1631,w_54ea24d
1632,w_54fd73d
1633,w_550ca18
1634,w_550dd10
1635,w_5510cf3
1636,w_551165a
1637,w_5515886
1638,w_551f361
1639,w_5520ce2
1640,w_5529f3b
1641,w_5530579
1642,w_5535fd3
1643,w_553d1ef
1644,w_553d3d0
1645,w_5557f1e
1646,w_555dcb4
1647,w_555e037
1648,w_55782b0
1649,w_5585ecf
1650,w_5591cd8
1651,w_5597026
1652,w_55a34c7
1653,w_55b77ce
1654,w_55e0064
1655,w_55ed30b
1656,w_55ef07b
1657,w_55fffeb
1658,w_560305a
1659,w_5612025
1660,w_5616581
1661,w_56276b3
1662,w_562b227
1663,w_563d4b1
1664,w_5645ed1
1665,w_564a34b
1666,w_5650932
1667,w_5652083
1668,w_565d73a
1669,w_5665c80
1670,w_567502c
1671,w_567d88c
1672,w_5688262
1673,w_568e9fd
1674,w_569ed76
1675,w_56a96ed
1676,w_56af0a9
1677,w_56c9d4e
1678,w_56cb095
1679,w_56d38d8
1680,w_56d8530
1681,w_56e52fb
1682,w_56ed74d
1683,w_56fcc39
1684,w_56fe328
1685,w_571cf6d
1686,w_573d141
1687,w_57437ee
1688,w_57546d7
1689,w_576026e
1690,w_57733e3
1691,w_5773c71
1692,w_5778858
1693,w_5781883
1694,w_5793f1c
1695,w_5796069
1696,w_579e5f0
1697,w_57a546c
1698,w_57abc0f
1699,w_57acd97
1700,w_57aeea3
1701,w_57bc12e
1702,w_57bf435
1703,w_57db059
1704,w_57e4b21
1705,w_5801869
1706,w_5802b33
1707,w_5808373
1708,w_580ba51
1709,w_580bfc3
1710,w_5816f86
1711,w_581ba42
1712,w_5821157
1713,w_5823d7b
1714,w_5831e13
1715,w_5833b3d
1716,w_583aba1
1717,w_5841fb9
1718,w_584e1dc
1719,w_585fe5b
1720,w_586abcf
1721,w_5871dfd
1722,w_587753f
1723,w_5877e51
1724,w_588f349
1725,w_58afeb2
1726,w_58bae95
1727,w_58bc953
1728,w_58be2b5
1729,w_58d3dd3
1730,w_58d8bbd
1731,w_58ddf90
1732,w_58f3fd4
1733,w_59052ad
1734,w_59088ff
1735,w_59109e5
1736,w_5910d78
1737,w_591a2c5
1738,w_593949b
1739,w_5946cd1
1740,w_595dbd3
1741,w_5966e55
1742,w_596c806
1743,w_596f6bc
1744,w_597758e
1745,w_59915b1
1746,w_5999d7a
1747,w_59d1835
1748,w_59f2171
1749,w_59f4653
1750,w_59fb9d2
1751,w_5a0ef9f
1752,w_5a2634c
1753,w_5a3cd6d
1754,w_5a3dbb9
1755,w_5a3e0de
1756,w_5a49beb
1757,w_5a63294
1758,w_5a696c2
1759,w_5a7e338
1760,w_5a8902d
1761,w_5a90eff
1762,w_5a9abcf
1763,w_5ac8fc1
1764,w_5ad1ac9
1765,w_5ad70f3
1766,w_5ae026a
1767,w_5ae831c
1768,w_5af08bc
1769,w_5af3b0a
1770,w_5b16177
1771,w_5b227ec
1772,w_5b262f1
1773,w_5b3289c
1774,w_5b40032
1775,w_5b463cf
1776,w_5b5b849
1777,w_5b870e8
1778,w_5b8805a
1779,w_5b8b487
1780,w_5b8f665
1781,w_5b94456
1782,w_5babd8c
1783,w_5bac7bb
1784,w_5bd26de
1785,w_5be4e45
1786,w_5bef7cb
1787,w_5bf792a
1788,w_5c028f2
1789,w_5c083e6
1790,w_5c2bc89
1791,w_5c2c1a1
1792,w_5c2dc82
1793,w_5c3f03f
1794,w_5c4c166
1795,w_5c4f274
1796,w_5c51475
1797,w_5c57f77
1798,w_5c6bd71
1799,w_5c742ec
1800,w_5c85850
1801,w_5cc76f8
1802,w_5cc8711
1803,w_5ccee38
1804,w_5ce4848
1805,w_5ce9577
1806,w_5cf0e37
1807,w_5cf4727
1808,w_5d06edd
1809,w_5d1b1a7
1810,w_5d1c9eb
1811,w_5d2dac8
1812,w_5d35047
1813,w_5d36478
1814,w_5d3f521
1815,w_5d426b6
1816,w_5d438a9
1817,w_5d4c7fc
1818,w_5d5c6a6
1819,w_5d67caa
1820,w_5d687a9
1821,w_5d6ba39
1822,w_5d81be1
1823,w_5d8ee24
1824,w_5d90c48
1825,w_5d9f814
1826,w_5db0eb7
1827,w_5dc4f38
1828,w_5df7574
1829,w_5e2589b
1830,w_5e285ed
1831,w_5e47cfb
1832,w_5e5fec6
1833,w_5e63553
1834,w_5e8e218
1835,w_5e939ca
1836,w_5e94510
1837,w_5ea7acf
1838,w_5ed2a38
1839,w_5f0af76
1840,w_5f0fcab
1841,w_5f20f03
1842,w_5f31117
1843,w_5f39ad8
1844,w_5f54045
1845,w_5f5f9ae
1846,w_5f6f211
1847,w_5fa42d3
1848,w_5fb70a0
1849,w_5fbbce9
1850,w_5fcd8d4
1851,w_5fcf350
1852,w_5fd90e2
1853,w_5fe949c
1854,w_5fedd5f
1855,w_5ff2049
1856,w_5ff73b9
1857,w_600bf1b
1858,w_60122fa
1859,w_6041acb
1860,w_6071978
1861,w_60795e6
1862,w_6091feb
1863,w_609529a
1864,w_60a2820
1865,w_60a54be
1866,w_60aa749
1867,w_60b027a
1868,w_60c073b
1869,w_60ce6fc
1870,w_60cf87c
1871,w_60f11fb
1872,w_60f4a66
1873,w_611d18b
1874,w_611e69e
1875,w_614b549
1876,w_615a631
1877,w_6172f4a
1878,w_6187461
1879,w_6189444
1880,w_61b9586
1881,w_61cbbc3
1882,w_61d48c9
1883,w_61d6612
1884,w_61e136d
1885,w_61e4248
1886,w_61e4690
1887,w_61ed07a
1888,w_61f25ae
1889,w_620dffe
1890,w_621575d
1891,w_625e590
1892,w_627187b
1893,w_6279534
1894,w_628a326
1895,w_628d615
1896,w_62b631e
1897,w_62bb54b
1898,w_62bedea
1899,w_62c76f3
1900,w_62c78f3
1901,w_62db660
1902,w_62e16d6
1903,w_62e5aa0
1904,w_62ec5a8
1905,w_62ecd30
1906,w_62f10a4
1907,w_62fc862
1908,w_62ff333
1909,w_6301785
1910,w_6310ac7
1911,w_631564e
1912,w_6332313
1913,w_63386cd
1914,w_6339d14
1915,w_633ead1
1916,w_636aa5b
1917,w_636b9a8
1918,w_637c73b
1919,w_639867f
1920,w_63b91aa
1921,w_63d6920
1922,w_63ea6fd
1923,w_63f5740
1924,w_63ff0ac
1925,w_64055b4
1926,w_64062df
1927,w_640a24a
1928,w_641df87
1929,w_64404ac
1930,w_6441130
1931,w_6448cab
1932,w_6452aca
1933,w_6465d75
1934,w_647da1f
1935,w_648b85e
1936,w_64b2865
1937,w_64cddcd
1938,w_64f4963
1939,w_650f061
1940,w_650f587
1941,w_651236e
1942,w_6525e6b
1943,w_653099f
1944,w_653dde1
1945,w_6545943
1946,w_6555d06
1947,w_655fe84
1948,w_6568270
1949,w_6579856
1950,w_658f76d
1951,w_659bdb8
1952,w_65a1bfa
1953,w_65c24c3
1954,w_65cc057
1955,w_65dadc8
1956,w_65e0628
1957,w_65f142a
1958,w_65ffd7d
1959,w_6612e89
1960,w_66168f1
1961,w_662530e
1962,w_662c89b
1963,w_6640084
1964,w_6643fe8
1965,w_664a4bb
1966,w_6658081
1967,w_66639d4
1968,w_6684eea
1969,w_668c588
1970,w_66b4513
1971,w_66c5323
1972,w_66dd189
1973,w_66e3287
1974,w_66e8565
1975,w_67153b4
1976,w_671b041
1977,w_673ff5b
1978,w_6755824
1979,w_675d7d7
1980,w_677be14
1981,w_6794f1e
1982,w_67a270c
1983,w_67a56b4
1984,w_67a9841
1985,w_67afc89
1986,w_67b3af9
1987,w_67dee15
1988,w_67e9aa8
1989,w_67f670e
1990,w_67fa286
1991,w_67fa427
1992,w_6822dbc
1993,w_6823268
1994,w_682897f
1995,w_68311ed
1996,w_683af30
1997,w_6840783
1998,w_68465c0
1999,w_685115a
2000,w_685b8e1
2001,w_685d7a7
2002,w_686bbcb
2003,w_686c0b3
2004,w_687c6d3
2005,w_688590b
2006,w_689cfe2
2007,w_689e1cd
2008,w_68a89b5
2009,w_68aa903
2010,w_68ae353
2011,w_68b59dd
2012,w_68bb40f
2013,w_68c4ecf
2014,w_68d1fb0
2015,w_68df91a
2016,w_68eaf36
2017,w_68ed1f9
2018,w_68ef337
2019,w_68f23a1
2020,w_68fc65d
2021,w_6906eed
2022,w_6908715
2023,w_691b684
2024,w_691f2f6
2025,w_6920fb7
2026,w_692574d
2027,w_692734c
2028,w_6943d6f
2029,w_6946a70
2030,w_694a615
2031,w_695c604
2032,w_697c75f
2033,w_698fcbe
2034,w_69a58b2
2035,w_69b046b
2036,w_69b5ace
2037,w_69bb761
2038,w_69c06ad
2039,w_69c8945
2040,w_69cce86
2041,w_69ce621
2042,w_69edff7
2043,w_69efdbe
2044,w_6a0a4c8
2045,w_6a1280c
2046,w_6a8bad9
2047,w_6a95be3
2048,w_6aa9d4e
2049,w_6aab519
2050,w_6ab76e6
2051,w_6aca6f9
2052,w_6ad771b
2053,w_6ae4956
2054,w_6af9b02
2055,w_6afdf63
2056,w_6aff5b1
2057,w_6b00c91
2058,w_6b155e9
2059,w_6b1bd76
2060,w_6b1d160
2061,w_6b25530
2062,w_6b28b1c
2063,w_6b2a111
2064,w_6b2ecc8
2065,w_6b3b848
2066,w_6b41a2c
2067,w_6b47687
2068,w_6b51160
2069,w_6b57529
2070,w_6b90e54
2071,w_6b9af3a
2072,w_6bab2bd
2073,w_6bc4ce1
2074,w_6beaa7d
2075,w_6bee56d
2076,w_6c09f7f
2077,w_6c0cdb1
2078,w_6c2aa5f
2079,w_6c2e008
2080,w_6c33987
2081,w_6c3ec2d
2082,w_6c4a986
2083,w_6c6ff4f
2084,w_6c777a0
2085,w_6c886f0
2086,w_6c995fd
2087,w_6ca0970
2088,w_6ca173f
2089,w_6caa59f
2090,w_6caff0f
2091,w_6cb0480
2092,w_6cb1882
2093,w_6cb1ff1
2094,w_6cb656d
2095,w_6cb7724
2096,w_6cca536
2097,w_6ccf9c6
2098,w_6cda039
2099,w_6cec90c
2100,w_6cf6bf4
2101,w_6cfa650
2102,w_6d1f159
2103,w_6d35e41
2104,w_6d43e1d
2105,w_6d527ff
2106,w_6d59878
2107,w_6d80008
2108,w_6d8519e
2109,w_6d8b67b
2110,w_6d8f72e
2111,w_6d8fad3
2112,w_6d98683
2113,w_6da5a82
2114,w_6db266a
2115,w_6dbfd7a
2116,w_6dc5981
2117,w_6dce358
2118,w_6dedb5c
2119,w_6df2400
2120,w_6df47c6
2121,w_6dfc3f1
2122,w_6e0a45b
2123,w_6e0afa2
2124,w_6e0e2ae
2125,w_6e209a8
2126,w_6e305f5
2127,w_6e3b6a5
2128,w_6e51c06
2129,w_6e55e73
2130,w_6e62ad4
2131,w_6e6307e
2132,w_6e6a6ff
2133,w_6e6e6bc
2134,w_6e76427
2135,w_6e7763b
2136,w_6e77fd0
2137,w_6e7cf1c
2138,w_6e85f95
2139,w_6e8c101
2140,w_6e97ef4
2141,w_6e97efe
2142,w_6e999b0
2143,w_6ea9231
2144,w_6eb10d2
2145,w_6ebed02
2146,w_6ebfe7b
2147,w_6ed6320
2148,w_6ee9735
2149,w_6ee9b69
2150,w_6eec015
2151,w_6eed962
2152,w_6f0cbe3
2153,w_6f1f6b3
2154,w_6f22173
2155,w_6f3a3ec
2156,w_6f61a8a
2157,w_6f62459
2158,w_6f74177
2159,w_6f7611c
2160,w_6f7667a
2161,w_6f927a1
2162,w_6f9f759
2163,w_6fa469c
2164,w_6fb7fe9
2165,w_6fc8edc
2166,w_6fc9857
2167,w_6fce84d
2168,w_6fd2888
2169,w_6fd8b4b
2170,w_6fe3566
2171,w_6fe3dac
2172,w_6fe5b8e
2173,w_6fed7c4
2174,w_6ffc7a1
2175,w_700ebb4
2176,w_700f301
2177,w_702b2c4
2178,w_702f2a0
2179,w_7038727
2180,w_704a8a1
2181,w_7052419
2182,w_7058149
2183,w_705e466
2184,w_7064855
2185,w_7066887
2186,w_7069d70
2187,w_706e4fb
2188,w_707ce0f
2189,w_7085ad6
2190,w_7087c88
2191,w_708c3d2
2192,w_7091e67
2193,w_709907d
2194,w_70a2a2f
2195,w_70d0b3c
2196,w_70db0cc
2197,w_70e9661
2198,w_70fa383
2199,w_70fc054
2200,w_711552b
2201,w_711765a
2202,w_711b815
2203,w_7122684
2204,w_712b916
2205,w_714f89f
2206,w_7150989
2207,w_715b1b5
2208,w_715c34b
2209,w_715ceba
2210,w_71670b3
2211,w_716ac00
2212,w_716f64f
2213,w_717756b
2214,w_717b048
2215,w_719ee7e
2216,w_71a1a08
2217,w_71af602
2218,w_71b9a85
2219,w_71d5ba2
2220,w_71df35a
2221,w_71dfca3
2222,w_71ec6d4
2223,w_71ed685
2224,w_71f5c74
2225,w_71fa596
2226,w_71fbd51
2227,w_72019ec
2228,w_7203b68
2229,w_7206ab2
2230,w_721e78f
2231,w_72288ee
2232,w_722a04a
2233,w_724503e
2234,w_7250aef
2235,w_725bf15
2236,w_726c717
2237,w_7272aa5
2238,w_728c615
2239,w_729290b
2240,w_72aa314
2241,w_72ab123
2242,w_72afa97
2243,w_72c56cc
2244,w_72db52b
2245,w_72e3fa4
2246,w_72f3685
2247,w_72f5c64
2248,w_72fc6e4
2249,w_72fea5e
2250,w_7307591
2251,w_73075b5
2252,w_731fe92
2253,w_73282ec
2254,w_732d22c
2255,w_7330627
2256,w_733a794
2257,w_733e9cc
2258,w_733f661
2259,w_7342df0
2260,w_73435d0
2261,w_7348ed5
2262,w_734f6b5
2263,w_7351540
2264,w_736cca3
2265,w_7388288
2266,w_7395388
2267,w_73b2fe3
2268,w_73b6699
2269,w_73bfe11
2270,w_73c0495
2271,w_73d22c4
2272,w_73d6671
2273,w_73d71d2
2274,w_73e5b74
2275,w_73fe099
2276,w_7404271
2277,w_740c748
2278,w_74192ac
2279,w_742f7f5
2280,w_7432816
2281,w_745ee82
2282,w_7478938
2283,w_748290a
2284,w_7488eec
2285,w_749dffd
2286,w_74ada4e
2287,w_74b6ca2
2288,w_74b748b
2289,w_74c924a
2290,w_74e6a59
2291,w_74ec366
2292,w_74f384b
2293,w_74f9ede
2294,w_750f1c8
2295,w_7521a81
2296,w_752ffa2
2297,w_7537a43
2298,w_753d66c
2299,w_7547b9a
2300,w_754cc34
2301,w_755fc10
2302,w_75648fc
2303,w_7571b52
2304,w_759b919
2305,w_75b6e81
2306,w_75c7a82
2307,w_75cebcf
2308,w_75d0e61
2309,w_75d4e65
2310,w_75df747
2311,w_75ec7c1
2312,w_75f6ffa
2313,w_75fc10c
2314,w_76065ea
2315,w_760c469
2316,w_7648ac1
2317,w_7656c1a
2318,w_76586af
2319,w_7677b27
2320,w_76a45de
2321,w_76a76ca
2322,w_76ad1d2
2323,w_76b8e6f
2324,w_76d1f84
2325,w_76dee7c
2326,w_76e67dc
2327,w_76f4d0b
2328,w_76f95b1
2329,w_76fab39
2330,w_7707132
2331,w_7709151
2332,w_77150d0
2333,w_772845b
2334,w_772c726
2335,w_7737f65
2336,w_773a8fd
2337,w_775504f
2338,w_7769d46
2339,w_776a885
2340,w_776f336
2341,w_7781e53
2342,w_778e474
2343,w_77c86af
2344,w_77d1d8a
2345,w_77f9c5f
2346,w_780c931
2347,w_781654e
2348,w_782c71d
2349,w_7830b52
2350,w_7834cde
2351,w_78351ee
2352,w_7860ed5
2353,w_787af6b
2354,w_789c969
2355,w_789e0e6
2356,w_78ab4d4
2357,w_78bfd01
2358,w_78ca251
2359,w_78cfcbf
2360,w_78de8f7
2361,w_78e229f
2362,w_78e6713
2363,w_78e7020
2364,w_78fbecd
2365,w_790fe92
2366,w_7918564
2367,w_792ffd7
2368,w_7938c79
2369,w_7957b08
2370,w_795a6b8
2371,w_797b34c
2372,w_7983f71
2373,w_79843ce
2374,w_798f466
2375,w_799b208
2376,w_79a2659
2377,w_79b8562
2378,w_79cfcab
2379,w_79e750b
2380,w_79eb216
2381,w_7a083f7
2382,w_7a1c290
2383,w_7a232d3
2384,w_7a320a3
2385,w_7a3f10d
2386,w_7a427f2
2387,w_7a4b2f9
2388,w_7a61cb2
2389,w_7a8ce16
2390,w_7a91862
2391,w_7a97301
2392,w_7aa47a8
2393,w_7ab2120
2394,w_7ac28dd
2395,w_7ad1459
2396,w_7ae20cf
2397,w_7ae9946
2398,w_7aea0b8
2399,w_7af5b09
2400,w_7afb40a
2401,w_7b05eeb
2402,w_7b06e7e
2403,w_7b07041
2404,w_7b098ce
2405,w_7b2e5ce
2406,w_7b41bf7
2407,w_7b4ffdd
2408,w_7b6483e
2409,w_7b703d1
2410,w_7b92cc8
2411,w_7b989fb
2412,w_7ba6d48
2413,w_7bbf268
2414,w_7c1435e
2415,w_7c21ab5
2416,w_7c23d73
2417,w_7c26ef7
2418,w_7c27fbd
2419,w_7c5b20d
2420,w_7c5fa3c
2421,w_7c60e77
2422,w_7c6e8f0
2423,w_7c718f4
2424,w_7c77c5c
2425,w_7c82391
2426,w_7c9f76d
2427,w_7ca2a9b
2428,w_7cb0e92
2429,w_7cc2687
2430,w_7cc7ec6
2431,w_7cd0b86
2432,w_7ce08e6
2433,w_7d02551
2434,w_7d06258
2435,w_7d09141
2436,w_7d28b7b
2437,w_7d296e9
2438,w_7d34a32
2439,w_7d44896
2440,w_7d458aa
2441,w_7d46ac3
2442,w_7d4d7cd
2443,w_7d55653
2444,w_7d5a3b0
2445,w_7d6527e
2446,w_7d724a2
2447,w_7d79c77
2448,w_7d8b00d
2449,w_7d8c36f
2450,w_7d8c37c
2451,w_7d91458
2452,w_7d9d014
2453,w_7dd1222
2454,w_7e016f2
2455,w_7e0659e
2456,w_7e07b6a
2457,w_7e1ce0a
2458,w_7e2eb3d
2459,w_7e38d10
2460,w_7e51d7b
2461,w_7e56d66
2462,w_7e579dd
2463,w_7e5b9da
2464,w_7e61174
2465,w_7e70b7c
2466,w_7e74b4e
2467,w_7e9ae57
2468,w_7e9df91
2469,w_7ea6bf2
2470,w_7ec2c18
2471,w_7ec388a
2472,w_7ec7c3b
2473,w_7ed8dac
2474,w_7edfc70
2475,w_7ef8a85
2476,w_7efe670
2477,w_7f04b8b
2478,w_7f0d18a
2479,w_7f1f285
2480,w_7f4e251
2481,w_7f4e31e
2482,w_7f5d9fd
2483,w_7f5f3b8
2484,w_7f762d8
2485,w_7fcf284
2486,w_7fe4082
2487,w_7ff9682
2488,w_7ffc63c
2489,w_8003858
2490,w_80124ae
2491,w_801e723
2492,w_801eb08
2493,w_803ad0d
2494,w_8041789
2495,w_80729eb
2496,w_8075847
2497,w_807f02e
2498,w_808d40b
2499,w_8092ea7
2500,w_8092f18
2501,w_80a59e6
2502,w_80acb6f
2503,w_80b474e
2504,w_80bb6c7
2505,w_80d945b
2506,w_80dfb8e
2507,w_80f481f
2508,w_80fc994
2509,w_8103832
2510,w_811c3a3
2511,w_8141e4e
2512,w_814a1cc
2513,w_8153aa9
2514,w_8157927
2515,w_815a843
2516,w_81691be
2517,w_817d53c
2518,w_818f08c
2519,w_8193215
2520,w_81aa796
2521,w_81b2e1e
2522,w_81c7c90
2523,w_81d1ff9
2524,w_81d4bd6
2525,w_81d807a
2526,w_81da9a5
2527,w_81eb375
2528,w_81ed5f8
2529,w_81ee2ec
2530,w_81eee24
2531,w_81f8d47
2532,w_820e136
2533,w_8230e8f
2534,w_82479e4
2535,w_82481c1
2536,w_825910b
2537,w_8261f4d
2538,w_8279f22
2539,w_8284c0b
2540,w_82ba482
2541,w_82c744e
2542,w_82d50c5
2543,w_82d886f
2544,w_82de056
2545,w_82e5785
2546,w_82e7319
2547,w_82fac51
2548,w_8301946
2549,w_8305a19
2550,w_830b95a
2551,w_832917d
2552,w_8340caf
2553,w_835a1eb
2554,w_836581c
2555,w_836e895
2556,w_83869d3
2557,w_83a4279
2558,w_83b2336
2559,w_83cc0ec
2560,w_83d10c1
2561,w_83d1ab6
2562,w_83e0076
2563,w_83e8a3e
2564,w_83eaf7e
2565,w_840061a
2566,w_84308d6
2567,w_8431ae8
2568,w_84343d7
2569,w_8436e69
2570,w_8443156
2571,w_844b91e
2572,w_84714f4
2573,w_84a32d1
2574,w_84b1b28
2575,w_84b255f
2576,w_84c23bb
2577,w_84d832d
2578,w_84dadae
2579,w_84dbd14
2580,w_84dc8cd
2581,w_84df97b
2582,w_84f08b7
2583,w_84f9ab0
2584,w_8507818
2585,w_85222f9
2586,w_853aa18
2587,w_854c18e
2588,w_857cb95
2589,w_8585e34
2590,w_85923bb
2591,w_859dbc3
2592,w_85a2285
2593,w_85a8d47
2594,w_85b252c
2595,w_85b3564
2596,w_85baa9d
2597,w_85bb73c
2598,w_85c5adf
2599,w_85d152a
2600,w_85d9229
2601,w_85d9e99
2602,w_861e504
2603,w_8620eca
2604,w_86220e0
2605,w_865cf80
2606,w_86665cc
2607,w_866f40e
2608,w_86726bc
2609,w_867550f
2610,w_867569a
2611,w_8675aac
2612,w_86918b8
2613,w_8694cb5
2614,w_86b8f3f
2615,w_86d0c34
2616,w_86ecf59
2617,w_86f34e8
2618,w_86f3e45
2619,w_86fa148
2620,w_871decc
2621,w_872f131
2622,w_8739af5
2623,w_874b395
2624,w_8778b22
2625,w_877de07
2626,w_878f5ba
2627,w_8799716
2628,w_879dcef
2629,w_87b0e69
2630,w_87d3b93
2631,w_87e5b68
2632,w_87ed7a9
2633,w_88065f2
2634,w_881fca8
2635,w_88445b2
2636,w_88503f1
2637,w_887c387
2638,w_888391a
2639,w_888a1ea
2640,w_888d8e3
2641,w_88aca21
2642,w_88adb3a
2643,w_88b2b19
2644,w_88b3466
2645,w_88b3a3d
2646,w_88b981e
2647,w_88bb921
2648,w_88e4537
2649,w_88e4cbf
2650,w_88eaa39
2651,w_88ff97d
2652,w_8936c44
2653,w_894296c
2654,w_8947728
2655,w_896b139
2656,w_89773ab
2657,w_898f02d
2658,w_89948b1
2659,w_89a0473
2660,w_89ad73e
2661,w_89d9699
2662,w_89db63b
2663,w_89e559b
2664,w_89f0c48
2665,w_89f521e
2666,w_89f6097
2667,w_8a06b46
2668,w_8a10a82
2669,w_8a1786f
2670,w_8a1b71c
2671,w_8a235b6
2672,w_8a35001
2673,w_8a4618d
2674,w_8a56270
2675,w_8a6a8d5
2676,w_8a7071c
2677,w_8a71ca4
2678,w_8a9e295
2679,w_8aae94b
2680,w_8ab401c
2681,w_8ac1fd6
2682,w_8ace2d9
2683,w_8ad2534
2684,w_8ad632d
2685,w_8ad8cf1
2686,w_8ae65ef
2687,w_8af65ed
2688,w_8affab2
2689,w_8b03a7f
2690,w_8b05f21
2691,w_8b1f4be
2692,w_8b23e5f
2693,w_8b3a8b3
2694,w_8b3e525
2695,w_8b5a2e4
2696,w_8b61e65
2697,w_8b647d4
2698,w_8b813a5
2699,w_8b83220
2700,w_8b84ad0
2701,w_8b86b95
2702,w_8b8dca8
2703,w_8b8dcf5
2704,w_8b8ef96
2705,w_8b943ef
2706,w_8bc8a32
2707,w_8bcc197
2708,w_8bcf8fc
2709,w_8be0240
2710,w_8be8406
2711,w_8beb9f1
2712,w_8c0e550
2713,w_8c25681
2714,w_8c28a3c
2715,w_8c56684
2716,w_8c6ad69
